Specialization,Case Type,Case Number,Lawyer ID,Win/Lose,Location,Price
Immigration Lawyer,Asylum,1026,1008,1,District Court,202
Immigration Lawyer,VisaApplication,1035,1010,1,District Court,651
Family Lawyer,Adoption,1013,1005,1,District Court,337
Immigration Lawyer,Deportation,1003,1009,0,High Court,351
Tax Lawyer,TaxEvasion,1029,1016,0,Supreme Court,880
Immigration Lawyer,Deportation,1039,1009,0,District Court,378
Business Lawyer,IntellectualProperty,1004,1014,0,High Court,806
Tax Lawyer,TaxEvasion,1047,1016,0,District Court,797
Business Lawyer,IntellectualProperty,1018,1014,0,High Court,281
Tax Lawyer,TaxFraud,1012,1018,0,Supreme Court,838
Immigration Lawyer,Asylum,1011,1010,0,High Court,460
Tax Lawyer,TaxFraud,1019,1017,0,Supreme Court,546
Business Lawyer,IntellectualProperty,1032,1014,1,District Court,533
Immigration Lawyer,VisaApplication,1021,1009,1,Supreme Court,351
Criminal Lawyer,Assault,1002,1001,0,District Court,851
Immigration Lawyer,Asylum,1028,1008,0,Supreme Court,452
Business Lawyer,IntellectualProperty,1025,1012,1,High Court,559
Tax Lawyer,IRSAudit,1044,1016,1,Vilage Court,918
Business Lawyer,IntellectualProperty,1012,1014,1,Vilage Court,872
Tax Lawyer,TaxFraud,1012,1017,0,District Court,155
Tax Lawyer,IRSAudit,1024,1016,1,District Court,169
Tax Lawyer,IRSAudit,1022,1018,1,Vilage Court,222
Tax Lawyer,TaxFraud,1004,1019,1,Supreme Court,935
Family Lawyer,Adoption,1002,1005,1,High Court,593
Family Lawyer,Adoption,1005,1004,1,District Court,486
Family Lawyer,Divorce,1019,1005,0,Supreme Court,886
Criminal Lawyer,Murder,1001,1001,1,District Court,209
Criminal Lawyer,Murder,1001,1001,1,High Court,224
Immigration Lawyer,VisaApplication,1002,1009,1,Supreme Court,974
Family Lawyer,Adoption,1009,1004,0,Vilage Court,454
Immigration Lawyer,VisaApplication,1038,1009,0,District Court,910
Tax Lawyer,TaxFraud,1013,1018,1,Vilage Court,380
Tax Lawyer,TaxFraud,1013,1016,0,District Court,338
Immigration Lawyer,VisaApplication,1041,1010,0,District Court,402
Criminal Lawyer,Drug,1018,1001,0,District Court,601
Business Lawyer,BusinessFraud,1020,1014,1,District Court,433
Family Lawyer,Divorce,1003,1005,0,Vilage Court,611
Business Lawyer,IntellectualProperty,1010,1012,0,High Court,519
Business Lawyer,ContractDispute,1001,1012,0,High Court,310
Criminal Lawyer,Drug,1015,1000,0,Vilage Court,285
Immigration Lawyer,Deportation,1021,1008,1,District Court,818
Criminal Lawyer,Robbery,1019,1001,0,High Court,514
Family Lawyer,ChildCustody,1012,1004,0,Supreme Court,112
Business Lawyer,BusinessFraud,1013,1013,0,Vilage Court,482
Business Lawyer,IntellectualProperty,1051,1014,1,High Court,625
Tax Lawyer,IRSAudit,1037,1016,1,High Court,236
Family Lawyer,Divorce,1027,1005,1,District Court,153
Tax Lawyer,TaxEvasion,1005,1019,0,High Court,990
Criminal Lawyer,Burglary,1030,1000,0,District Court,119
Tax Lawyer,TaxEvasion,1013,1019,0,Vilage Court,987
Tax Lawyer,TaxFraud,1050,1016,1,District Court,182
Tax Lawyer,TaxFraud,1003,1017,1,High Court,790
Immigration Lawyer,VisaApplication,1017,1009,0,Supreme Court,587
Tax Lawyer,TaxEvasion,1029,1017,0,Supreme Court,287
Tax Lawyer,IRSAudit,1016,1016,0,High Court,964
Business Lawyer,BusinessFraud,1055,1012,1,High Court,338
Criminal Lawyer,Drug,1032,1002,0,Supreme Court,388
Tax Lawyer,TaxFraud,1013,1018,1,District Court,489
Family Lawyer,Adoption,1005,1004,1,High Court,619
Business Lawyer,BusinessFraud,1032,1013,1,High Court,464
Immigration Lawyer,Asylum,1057,1010,1,District Court,103
Tax Lawyer,IRSAudit,1011,1016,0,Supreme Court,487
Tax Lawyer,TaxEvasion,1021,1018,0,District Court,314
Criminal Lawyer,Assault,1014,1002,1,High Court,403
Tax Lawyer,IRSAudit,1049,1016,0,Supreme Court,468
Tax Lawyer,TaxFraud,1005,1017,0,District Court,701
Immigration Lawyer,Asylum,1042,1009,1,Vilage Court,562
Immigration Lawyer,VisaApplication,1038,1009,0,Vilage Court,600
Immigration Lawyer,VisaApplication,1017,1010,0,Vilage Court,373
Family Lawyer,ChildCustody,1020,1004,0,District Court,210
Business Lawyer,BusinessFraud,1004,1013,0,District Court,956
Family Lawyer,ChildCustody,1037,1004,1,District Court,471
Business Lawyer,ContractDispute,1007,1013,1,Supreme Court,592
Family Lawyer,ChildCustody,1018,1006,1,Supreme Court,492
Family Lawyer,Adoption,1008,1005,0,Vilage Court,675
Family Lawyer,Divorce,1034,1004,1,Supreme Court,956
Business Lawyer,ContractDispute,1019,1012,0,District Court,347
Criminal Lawyer,Murder,1040,1000,0,District Court,948
Tax Lawyer,TaxFraud,1009,1016,0,Supreme Court,408
Immigration Lawyer,Asylum,1041,1009,0,Vilage Court,838
Family Lawyer,ChildCustody,1038,1004,0,High Court,929
Criminal Lawyer,Burglary,1042,1000,0,High Court,275
Criminal Lawyer,Burglary,1042,1000,0,High Court,818
Immigration Lawyer,Deportation,1019,1010,0,Supreme Court,300
Immigration Lawyer,VisaApplication,1038,1009,0,District Court,940
Business Lawyer,ContractDispute,1017,1012,0,Vilage Court,274
Immigration Lawyer,VisaApplication,1029,1008,1,High Court,752
Criminal Lawyer,Assault,1013,1001,0,High Court,827
Tax Lawyer,IRSAudit,1009,1019,1,Supreme Court,860
Criminal Lawyer,Robbery,1012,1000,1,Vilage Court,770
Tax Lawyer,TaxEvasion,1019,1019,1,Supreme Court,621
Criminal Lawyer,Burglary,1019,1002,0,High Court,100
Immigration Lawyer,Deportation,1016,1010,1,District Court,196
Tax Lawyer,TaxFraud,1008,1018,0,District Court,698
Tax Lawyer,TaxFraud,1023,1019,0,District Court,665
Tax Lawyer,TaxEvasion,1030,1017,1,Vilage Court,968
Business Lawyer,BusinessFraud,1028,1013,0,Supreme Court,919
Business Lawyer,BusinessFraud,1040,1014,1,Vilage Court,657
Business Lawyer,IntellectualProperty,1022,1014,0,Supreme Court,718
Immigration Lawyer,Asylum,1042,1009,1,Vilage Court,827
Business Lawyer,BusinessFraud,1012,1013,1,Supreme Court,677
Criminal Lawyer,Assault,1039,1000,1,District Court,844
Immigration Lawyer,Asylum,1042,1010,1,Vilage Court,996
Tax Lawyer,TaxFraud,1026,1017,1,High Court,337
Tax Lawyer,TaxFraud,1011,1019,1,High Court,274
Tax Lawyer,TaxFraud,1021,1019,0,District Court,110
Immigration Lawyer,VisaApplication,1035,1010,1,High Court,650
Family Lawyer,ChildCustody,1026,1004,1,High Court,436
Business Lawyer,IntellectualProperty,1030,1014,0,District Court,647
Tax Lawyer,TaxFraud,1021,1019,0,High Court,206
Business Lawyer,BusinessFraud,1038,1014,1,Vilage Court,638
Business Lawyer,IntellectualProperty,1009,1014,1,High Court,175
Tax Lawyer,IRSAudit,1016,1018,1,Vilage Court,362
Business Lawyer,IntellectualProperty,1037,1013,0,Vilage Court,615
Business Lawyer,IntellectualProperty,1020,1013,0,District Court,237
Business Lawyer,BusinessFraud,1014,1012,1,High Court,252
Business Lawyer,BusinessFraud,1054,1014,1,Vilage Court,483
Business Lawyer,BusinessFraud,1032,1013,1,Supreme Court,901
Family Lawyer,Divorce,1020,1005,1,District Court,182
Criminal Lawyer,Burglary,1013,1000,1,Vilage Court,156
Business Lawyer,ContractDispute,1040,1012,0,Vilage Court,194
Immigration Lawyer,Deportation,1011,1008,1,Supreme Court,412
Business Lawyer,BusinessFraud,1034,1014,0,District Court,463
Criminal Lawyer,Robbery,1021,1001,0,Vilage Court,218
Immigration Lawyer,Deportation,1024,1009,0,Vilage Court,546
Business Lawyer,ContractDispute,1021,1012,0,District Court,490
Family Lawyer,ChildCustody,1027,1006,1,Vilage Court,141
Family Lawyer,Divorce,1007,1006,1,High Court,467
Criminal Lawyer,Robbery,1012,1000,1,High Court,438
Tax Lawyer,TaxFraud,1012,1019,1,Supreme Court,561
Family Lawyer,Adoption,1013,1005,1,District Court,448
Criminal Lawyer,Murder,1038,1000,0,Supreme Court,177
Business Lawyer,IntellectualProperty,1034,1012,1,Vilage Court,934
Business Lawyer,IntellectualProperty,1026,1012,1,Supreme Court,436
Immigration Lawyer,Deportation,1005,1010,1,Supreme Court,637
Business Lawyer,BusinessFraud,1032,1012,1,Vilage Court,953
Immigration Lawyer,VisaApplication,1014,1008,1,Vilage Court,167
Tax Lawyer,IRSAudit,1015,1017,1,High Court,615
Tax Lawyer,TaxFraud,1028,1016,1,Supreme Court,167
Tax Lawyer,TaxFraud,1024,1018,1,High Court,627
Immigration Lawyer,Asylum,1013,1009,1,Vilage Court,255
Immigration Lawyer,Asylum,1026,1008,1,High Court,845
Immigration Lawyer,Deportation,1029,1009,0,High Court,230
Business Lawyer,ContractDispute,1045,1014,0,Supreme Court,554
Business Lawyer,IntellectualProperty,1018,1014,0,High Court,160
Criminal Lawyer,Burglary,1015,1001,1,High Court,694
Tax Lawyer,IRSAudit,1001,1016,0,Vilage Court,428
Business Lawyer,ContractDispute,1013,1012,0,District Court,581
Immigration Lawyer,Deportation,1012,1009,1,High Court,892
Tax Lawyer,TaxFraud,1011,1019,1,District Court,748
Immigration Lawyer,VisaApplication,1044,1010,0,District Court,417
Immigration Lawyer,VisaApplication,1009,1010,0,Supreme Court,586
Family Lawyer,Divorce,1011,1006,1,Vilage Court,141
Tax Lawyer,TaxFraud,1051,1016,1,High Court,567
Family Lawyer,Adoption,1009,1004,0,Supreme Court,754
Business Lawyer,BusinessFraud,1044,1012,1,District Court,619
Business Lawyer,BusinessFraud,1020,1012,0,High Court,276
Family Lawyer,Divorce,1008,1004,0,High Court,378
Family Lawyer,ChildCustody,1002,1006,0,High Court,464
Immigration Lawyer,VisaApplication,1006,1008,0,High Court,976
Business Lawyer,ContractDispute,1033,1014,0,Supreme Court,969
Immigration Lawyer,Asylum,1030,1008,1,High Court,751
Criminal Lawyer,Robbery,1018,1000,1,High Court,622
Business Lawyer,IntellectualProperty,1024,1012,0,High Court,800
Tax Lawyer,TaxFraud,1008,1017,1,Supreme Court,812
Criminal Lawyer,Drug,1022,1000,0,District Court,907
Criminal Lawyer,Robbery,1028,1002,1,District Court,416
Business Lawyer,IntellectualProperty,1054,1012,0,High Court,522
Criminal Lawyer,Assault,1038,1002,1,Supreme Court,507
Immigration Lawyer,VisaApplication,1037,1009,0,District Court,961
Immigration Lawyer,VisaApplication,1012,1010,1,Supreme Court,754
Immigration Lawyer,Deportation,1005,1008,1,District Court,986
Immigration Lawyer,VisaApplication,1022,1010,1,Supreme Court,803
Immigration Lawyer,Asylum,1057,1010,1,Vilage Court,190
Business Lawyer,ContractDispute,1013,1012,0,District Court,663
Business Lawyer,ContractDispute,1048,1014,0,Vilage Court,205
Immigration Lawyer,Asylum,1020,1009,1,Supreme Court,862
Business Lawyer,BusinessFraud,1041,1012,1,Vilage Court,924
Tax Lawyer,TaxEvasion,1018,1017,0,High Court,510
Business Lawyer,IntellectualProperty,1016,1013,1,Supreme Court,618
Family Lawyer,ChildCustody,1004,1005,1,Vilage Court,373
Business Lawyer,BusinessFraud,1044,1012,1,High Court,187
Criminal Lawyer,Drug,1033,1002,0,High Court,344
Family Lawyer,Adoption,1007,1004,0,Supreme Court,792
Tax Lawyer,TaxEvasion,1021,1018,0,Vilage Court,409
Business Lawyer,BusinessFraud,1011,1014,1,Vilage Court,886
Family Lawyer,ChildCustody,1017,1005,1,District Court,793
Immigration Lawyer,VisaApplication,1010,1008,0,High Court,434
Criminal Lawyer,Drug,1009,1001,1,High Court,678
Immigration Lawyer,VisaApplication,1048,1010,0,Supreme Court,893
Immigration Lawyer,VisaApplication,1008,1008,1,High Court,849
Tax Lawyer,TaxEvasion,1018,1018,0,High Court,646
Immigration Lawyer,Deportation,1023,1009,1,District Court,647
Immigration Lawyer,VisaApplication,1029,1010,0,Supreme Court,188
Tax Lawyer,IRSAudit,1003,1019,0,Vilage Court,452
Criminal Lawyer,Murder,1009,1000,0,Supreme Court,913
Immigration Lawyer,Deportation,1024,1009,0,District Court,384
Business Lawyer,IntellectualProperty,1022,1014,0,Supreme Court,531
Tax Lawyer,IRSAudit,1026,1016,0,Vilage Court,793
Immigration Lawyer,VisaApplication,1030,1010,1,High Court,117
Tax Lawyer,TaxEvasion,1003,1018,1,High Court,521
Tax Lawyer,TaxEvasion,1020,1019,1,District Court,988
Criminal Lawyer,Burglary,1020,1002,1,High Court,550
Immigration Lawyer,Asylum,1025,1008,0,District Court,979
Immigration Lawyer,Asylum,1019,1008,1,Supreme Court,259
Immigration Lawyer,Asylum,1018,1010,0,District Court,539
Tax Lawyer,TaxFraud,1012,1016,1,Supreme Court,896
Family Lawyer,Divorce,1022,1006,1,Supreme Court,614
Criminal Lawyer,Murder,1033,1000,0,Supreme Court,722
Immigration Lawyer,Asylum,1007,1010,0,District Court,867
Immigration Lawyer,Deportation,1031,1010,0,High Court,502
Business Lawyer,BusinessFraud,1020,1014,1,Supreme Court,239
Tax Lawyer,TaxEvasion,1011,1018,0,District Court,998
Business Lawyer,IntellectualProperty,1049,1014,0,District Court,580
Family Lawyer,Adoption,1008,1005,0,High Court,704
Family Lawyer,ChildCustody,1021,1004,1,Vilage Court,599
Tax Lawyer,IRSAudit,1028,1019,1,High Court,384
Immigration Lawyer,Deportation,1035,1009,0,District Court,681
Business Lawyer,BusinessFraud,1056,1014,0,District Court,491
Criminal Lawyer,Murder,1038,1000,0,District Court,173
Business Lawyer,ContractDispute,1005,1014,1,Supreme Court,257
Business Lawyer,BusinessFraud,1006,1014,0,District Court,406
Business Lawyer,IntellectualProperty,1034,1012,1,Supreme Court,384
Family Lawyer,Adoption,1016,1004,1,Vilage Court,466
Immigration Lawyer,Asylum,1010,1009,0,Vilage Court,446
Tax Lawyer,IRSAudit,1030,1019,0,Supreme Court,618
Criminal Lawyer,Drug,1004,1002,0,High Court,606
Business Lawyer,BusinessFraud,1026,1014,1,Vilage Court,956
Criminal Lawyer,Assault,1001,1002,0,Vilage Court,172
Tax Lawyer,IRSAudit,1006,1018,1,Vilage Court,677
Immigration Lawyer,Deportation,1016,1010,1,High Court,627
Family Lawyer,Adoption,1016,1004,1,Supreme Court,241
Immigration Lawyer,VisaApplication,1022,1010,1,Supreme Court,690
Business Lawyer,BusinessFraud,1020,1012,0,District Court,583
Business Lawyer,BusinessFraud,1047,1013,1,District Court,773
Tax Lawyer,TaxFraud,1008,1017,1,Vilage Court,736
Tax Lawyer,TaxFraud,1013,1016,0,Vilage Court,694
Immigration Lawyer,Asylum,1025,1008,0,High Court,763
Immigration Lawyer,VisaApplication,1022,1010,1,District Court,890
Criminal Lawyer,Drug,1020,1001,0,District Court,821
Criminal Lawyer,Murder,1034,1002,1,Supreme Court,739
Family Lawyer,Divorce,1032,1004,1,Vilage Court,665
Immigration Lawyer,Deportation,1049,1010,0,Supreme Court,516
Family Lawyer,ChildCustody,1038,1004,0,Supreme Court,630
Business Lawyer,ContractDispute,1043,1014,1,Supreme Court,547
Business Lawyer,ContractDispute,1014,1013,1,Supreme Court,170
Family Lawyer,Divorce,1026,1006,1,High Court,873
Tax Lawyer,TaxFraud,1020,1017,1,Supreme Court,438
Immigration Lawyer,VisaApplication,1016,1008,1,Supreme Court,802
Immigration Lawyer,Asylum,1023,1010,1,High Court,236
Family Lawyer,Divorce,1032,1004,1,District Court,118
Tax Lawyer,TaxEvasion,1027,1019,1,District Court,831
Family Lawyer,ChildCustody,1028,1006,0,High Court,225
Business Lawyer,BusinessFraud,1022,1012,0,High Court,252
Business Lawyer,ContractDispute,1045,1014,0,High Court,903
Tax Lawyer,TaxFraud,1012,1019,1,District Court,578
Criminal Lawyer,Burglary,1029,1001,0,High Court,754
Immigration Lawyer,Asylum,1028,1008,0,Supreme Court,227
Criminal Lawyer,Murder,1040,1000,0,Vilage Court,695
Immigration Lawyer,VisaApplication,1016,1008,1,High Court,239
Criminal Lawyer,Drug,1028,1001,1,High Court,453
Immigration Lawyer,Deportation,1033,1009,1,High Court,335
Business Lawyer,IntellectualProperty,1011,1013,1,High Court,854
Business Lawyer,ContractDispute,1028,1012,0,Vilage Court,458
Business Lawyer,BusinessFraud,1026,1013,1,District Court,737
Family Lawyer,Divorce,1021,1005,1,High Court,328
Criminal Lawyer,Drug,1028,1000,1,District Court,217
Criminal Lawyer,Drug,1017,1000,1,High Court,578
Family Lawyer,Divorce,1035,1004,0,District Court,304
Tax Lawyer,TaxEvasion,1018,1018,0,District Court,669
Tax Lawyer,IRSAudit,1004,1016,0,High Court,742
Criminal Lawyer,Robbery,1012,1000,1,District Court,224
Tax Lawyer,IRSAudit,1039,1016,1,High Court,537
Immigration Lawyer,VisaApplication,1021,1009,1,High Court,464
Family Lawyer,ChildCustody,1015,1006,1,High Court,132
Business Lawyer,IntellectualProperty,1049,1014,0,Vilage Court,779
Business Lawyer,BusinessFraud,1046,1012,0,High Court,135
Business Lawyer,BusinessFraud,1049,1012,0,Vilage Court,152
Business Lawyer,ContractDispute,1043,1012,1,High Court,330
Immigration Lawyer,Asylum,1031,1009,1,District Court,755
Criminal Lawyer,Burglary,1029,1001,0,High Court,281
Criminal Lawyer,Murder,1003,1000,0,Vilage Court,910
Business Lawyer,BusinessFraud,1010,1013,1,Supreme Court,732
Tax Lawyer,TaxFraud,1021,1017,0,Vilage Court,764
Criminal Lawyer,Drug,1032,1002,0,Vilage Court,115
Business Lawyer,BusinessFraud,1050,1012,1,High Court,531
Immigration Lawyer,VisaApplication,1035,1010,1,Supreme Court,374
Immigration Lawyer,Asylum,1001,1009,0,High Court,500
Immigration Lawyer,Asylum,1038,1010,0,District Court,875
Immigration Lawyer,Deportation,1023,1009,1,High Court,125
Tax Lawyer,TaxFraud,1036,1016,0,Vilage Court,809
Immigration Lawyer,VisaApplication,1008,1009,1,High Court,165
Tax Lawyer,TaxEvasion,1018,1017,0,District Court,243
Family Lawyer,ChildCustody,1010,1005,0,High Court,407
Business Lawyer,IntellectualProperty,1022,1014,0,Supreme Court,710
Business Lawyer,IntellectualProperty,1002,1012,1,Supreme Court,179
Criminal Lawyer,Assault,1002,1001,0,Vilage Court,185
Business Lawyer,IntellectualProperty,1030,1014,0,High Court,535
Business Lawyer,IntellectualProperty,1035,1012,1,Supreme Court,166
Tax Lawyer,TaxFraud,1007,1017,1,District Court,160
Family Lawyer,Divorce,1035,1004,0,Vilage Court,408
Criminal Lawyer,Burglary,1001,1000,1,District Court,961
Family Lawyer,Divorce,1001,1004,0,Vilage Court,409
Immigration Lawyer,Deportation,1028,1010,0,Vilage Court,210
Business Lawyer,ContractDispute,1006,1012,0,Vilage Court,334
Immigration Lawyer,Deportation,1033,1010,0,Vilage Court,775
Tax Lawyer,TaxEvasion,1032,1016,0,District Court,542
Criminal Lawyer,Assault,1021,1002,1,District Court,792
Family Lawyer,Divorce,1011,1005,1,Supreme Court,888
Criminal Lawyer,Burglary,1029,1002,0,Supreme Court,437
Business Lawyer,BusinessFraud,1009,1012,0,District Court,461
Tax Lawyer,TaxEvasion,1053,1016,1,District Court,162
Criminal Lawyer,Drug,1025,1000,0,Supreme Court,333
Tax Lawyer,TaxFraud,1015,1019,0,Supreme Court,717
Criminal Lawyer,Assault,1010,1000,0,District Court,160
Criminal Lawyer,Assault,1005,1000,0,Vilage Court,584
Family Lawyer,Adoption,1028,1005,1,Vilage Court,507
Immigration Lawyer,VisaApplication,1011,1009,1,Supreme Court,152
Immigration Lawyer,VisaApplication,1014,1010,0,District Court,261
Tax Lawyer,TaxFraud,1007,1018,0,District Court,571
Criminal Lawyer,Robbery,1036,1002,1,Vilage Court,842
Criminal Lawyer,Robbery,1014,1000,0,High Court,356
Family Lawyer,Divorce,1032,1004,1,Vilage Court,520
Criminal Lawyer,Murder,1031,1002,1,Vilage Court,311
Tax Lawyer,TaxFraud,1003,1017,1,District Court,782
Business Lawyer,IntellectualProperty,1039,1012,1,District Court,648
Family Lawyer,Divorce,1011,1006,1,High Court,965
Immigration Lawyer,VisaApplication,1047,1010,1,District Court,186
Business Lawyer,BusinessFraud,1054,1014,1,High Court,221
Tax Lawyer,TaxEvasion,1053,1016,1,Vilage Court,986
Business Lawyer,ContractDispute,1039,1013,1,High Court,386
Family Lawyer,Adoption,1005,1004,1,Vilage Court,438
Business Lawyer,ContractDispute,1038,1012,0,District Court,891
Immigration Lawyer,Deportation,1021,1010,1,Vilage Court,206
Family Lawyer,Divorce,1021,1005,1,Supreme Court,797
Criminal Lawyer,Robbery,1035,1000,0,District Court,488
Tax Lawyer,TaxEvasion,1027,1016,1,Supreme Court,205
Business Lawyer,IntellectualProperty,1039,1012,1,Supreme Court,384
Criminal Lawyer,Burglary,1022,1002,0,District Court,378
Immigration Lawyer,VisaApplication,1009,1008,1,District Court,989
Business Lawyer,ContractDispute,1038,1012,0,Vilage Court,723
Tax Lawyer,TaxFraud,1022,1017,0,Vilage Court,955
Immigration Lawyer,VisaApplication,1029,1008,1,District Court,738
Tax Lawyer,IRSAudit,1030,1016,0,Supreme Court,575
Immigration Lawyer,VisaApplication,1004,1009,1,Supreme Court,564
Tax Lawyer,TaxFraud,1021,1017,0,District Court,524
Tax Lawyer,TaxEvasion,1013,1019,0,Vilage Court,826
Criminal Lawyer,Murder,1043,1000,1,Vilage Court,920
Tax Lawyer,TaxFraud,1005,1017,0,Vilage Court,207
Criminal Lawyer,Burglary,1019,1002,0,High Court,326
Business Lawyer,IntellectualProperty,1013,1014,1,High Court,448
Immigration Lawyer,VisaApplication,1027,1010,0,High Court,754
Business Lawyer,IntellectualProperty,1046,1014,1,Vilage Court,121
Business Lawyer,IntellectualProperty,1034,1013,0,High Court,221
Criminal Lawyer,Robbery,1035,1000,0,Vilage Court,215
Business Lawyer,IntellectualProperty,1044,1013,1,Vilage Court,749
Business Lawyer,ContractDispute,1033,1013,0,Vilage Court,465
Family Lawyer,ChildCustody,1013,1006,1,Supreme Court,256
Business Lawyer,IntellectualProperty,1002,1012,1,Supreme Court,736
Business Lawyer,IntellectualProperty,1004,1014,0,District Court,718
Tax Lawyer,TaxFraud,1017,1018,1,High Court,919
Immigration Lawyer,VisaApplication,1024,1008,0,Vilage Court,726
Immigration Lawyer,Asylum,1018,1009,0,Supreme Court,996
Criminal Lawyer,Drug,1026,1001,0,District Court,773
Tax Lawyer,IRSAudit,1024,1016,1,Supreme Court,314
Business Lawyer,ContractDispute,1040,1012,0,Vilage Court,326
Business Lawyer,BusinessFraud,1031,1013,0,Supreme Court,671
Criminal Lawyer,Drug,1024,1002,0,District Court,312
Criminal Lawyer,Murder,1025,1002,1,District Court,507
Business Lawyer,BusinessFraud,1047,1013,1,Vilage Court,646
Business Lawyer,BusinessFraud,1036,1014,1,Vilage Court,195
Criminal Lawyer,Drug,1023,1000,0,District Court,504
Criminal Lawyer,Murder,1004,1000,0,High Court,152
Tax Lawyer,IRSAudit,1001,1018,1,Supreme Court,113
Immigration Lawyer,Asylum,1027,1008,1,Supreme Court,526
Criminal Lawyer,Drug,1040,1002,0,Vilage Court,509
Business Lawyer,BusinessFraud,1008,1012,0,Vilage Court,909
Immigration Lawyer,Asylum,1006,1010,1,District Court,189
Family Lawyer,Adoption,1013,1004,1,Vilage Court,160
Immigration Lawyer,Asylum,1020,1009,1,Supreme Court,686
Business Lawyer,IntellectualProperty,1044,1014,0,Supreme Court,633
Tax Lawyer,TaxFraud,1024,1017,1,High Court,948
Family Lawyer,Divorce,1006,1005,0,Vilage Court,190
Family Lawyer,Adoption,1024,1005,0,District Court,408
Immigration Lawyer,VisaApplication,1005,1009,1,Supreme Court,365
Tax Lawyer,IRSAudit,1023,1016,0,High Court,448
Tax Lawyer,TaxFraud,1035,1016,1,High Court,421
Tax Lawyer,IRSAudit,1002,1018,0,Supreme Court,942
Family Lawyer,ChildCustody,1015,1005,1,Supreme Court,908
Tax Lawyer,TaxFraud,1024,1017,1,District Court,971
Immigration Lawyer,Deportation,1019,1009,0,High Court,734
Business Lawyer,BusinessFraud,1034,1014,0,High Court,313
Criminal Lawyer,Assault,1005,1002,1,District Court,605
Business Lawyer,BusinessFraud,1029,1013,1,District Court,933
Business Lawyer,ContractDispute,1035,1013,1,Vilage Court,554
Family Lawyer,ChildCustody,1008,1006,0,Vilage Court,504
Immigration Lawyer,Deportation,1002,1010,0,High Court,648
Business Lawyer,BusinessFraud,1029,1013,1,High Court,947
Immigration Lawyer,Deportation,1015,1010,0,High Court,427
Criminal Lawyer,Drug,1020,1001,0,Supreme Court,471
Immigration Lawyer,Deportation,1025,1009,0,District Court,718
Criminal Lawyer,Assault,1014,1002,1,Supreme Court,651
Tax Lawyer,TaxFraud,1007,1019,1,Supreme Court,239
Tax Lawyer,IRSAudit,1013,1017,0,High Court,312
Family Lawyer,Adoption,1029,1004,1,Vilage Court,514
Immigration Lawyer,Asylum,1002,1008,1,Vilage Court,480
Criminal Lawyer,Murder,1001,1001,1,Supreme Court,419
Criminal Lawyer,Drug,1028,1000,1,High Court,772
Criminal Lawyer,Burglary,1022,1001,0,District Court,855
Immigration Lawyer,Deportation,1031,1008,1,Vilage Court,664
Immigration Lawyer,Asylum,1031,1009,1,District Court,146
Family Lawyer,ChildCustody,1015,1005,1,Supreme Court,421
Business Lawyer,IntellectualProperty,1007,1014,1,Vilage Court,402
Criminal Lawyer,Murder,1034,1002,1,High Court,381
Immigration Lawyer,Asylum,1030,1009,0,District Court,862
Tax Lawyer,TaxEvasion,1029,1016,0,Vilage Court,467
Criminal Lawyer,Burglary,1015,1001,1,Supreme Court,385
Tax Lawyer,IRSAudit,1022,1018,1,High Court,667
Tax Lawyer,IRSAudit,1002,1019,1,Vilage Court,520
Family Lawyer,Divorce,1011,1006,1,Supreme Court,744
Tax Lawyer,IRSAudit,1020,1016,0,Supreme Court,376
Immigration Lawyer,Deportation,1023,1008,1,High Court,667
Tax Lawyer,TaxFraud,1012,1019,1,Vilage Court,511
Tax Lawyer,TaxFraud,1003,1017,1,High Court,184
Tax Lawyer,TaxEvasion,1029,1016,0,District Court,186
Tax Lawyer,TaxFraud,1002,1017,0,Supreme Court,817
Immigration Lawyer,Deportation,1003,1008,1,District Court,722
Immigration Lawyer,Asylum,1018,1010,0,Supreme Court,833
Business Lawyer,IntellectualProperty,1034,1012,1,Vilage Court,618
Immigration Lawyer,VisaApplication,1014,1008,1,Supreme Court,242
Tax Lawyer,IRSAudit,1002,1019,1,District Court,832
Criminal Lawyer,Murder,1003,1000,0,Supreme Court,955
Tax Lawyer,IRSAudit,1023,1017,1,High Court,350
Business Lawyer,BusinessFraud,1045,1012,0,High Court,255
Immigration Lawyer,Asylum,1043,1010,0,Vilage Court,578
Criminal Lawyer,Murder,1012,1001,0,Supreme Court,893
Family Lawyer,Divorce,1040,1004,1,District Court,807
Tax Lawyer,TaxEvasion,1014,1019,1,Vilage Court,820
Immigration Lawyer,Deportation,1023,1008,1,Vilage Court,937
Business Lawyer,ContractDispute,1024,1014,1,High Court,858
Tax Lawyer,TaxFraud,1008,1018,0,Supreme Court,903
Immigration Lawyer,VisaApplication,1017,1009,0,District Court,547
Criminal Lawyer,Robbery,1014,1000,0,District Court,107
Family Lawyer,ChildCustody,1015,1004,1,Vilage Court,510
Criminal Lawyer,Murder,1001,1001,1,Vilage Court,368
Criminal Lawyer,Assault,1032,1000,1,High Court,540
Tax Lawyer,TaxEvasion,1034,1016,0,Supreme Court,325
Tax Lawyer,TaxFraud,1014,1017,0,Vilage Court,346
Business Lawyer,IntellectualProperty,1050,1014,0,District Court,615
Tax Lawyer,TaxFraud,1043,1016,1,Supreme Court,777
Tax Lawyer,IRSAudit,1003,1019,0,District Court,835
Immigration Lawyer,Deportation,1023,1009,1,Vilage Court,972
